id,provider,seed,success,status,cycles,grasp_attempts,rejected_actions,calls,api_seconds,wall_seconds,sim_seconds,serial_realtime_estimate,physics_compute_seconds,api_p50,api_p95,cost_low_usd,cost_high_usd,known_cost_low_subtotal,known_cost_high_subtotal,unknown_cost_requests
deepseek_seed0,deepseek,0,False,cycle_cap,160,0,0,320,311.69682974158786,324.07050289190374,51.2,362.89682974158785,6.289962033741176,0.945917832897976,1.3795759006985464,0.07705209599999999,0.15410419199999997,0.07705209599999999,0.15410419199999997,0
deepseek_seed1,deepseek,1,False,cycle_cap,160,0,0,320,296.29425914632156,309.35889795795083,51.2,347.49425914632155,6.769581328844652,0.922543972497806,1.2585610708454624,0.077035464,0.154070928,0.077035464,0.154070928,0
deepseek_seed2,deepseek,2,False,cycle_cap,160,0,0,320,276.17343465215527,289.18267441610806,51.2,327.37343465215525,6.373796112835407,0.8333420815179124,1.1558734085643665,0.077386584,0.154773168,0.077386584,0.154773168,0
jev_seed0,jev,0,True,success,109,1,0,218,114.33795793238096,123.30937151401304,34.88,149.21795793238095,4.686424593441188,0.4744654978858307,0.9717597165959881,0.018213762,0.018213762,0.018213762,0.018213762,0
jev_seed1,jev,1,True,success,105,1,0,210,101.84931023907848,110.89475061208941,33.6,135.44931023907847,4.84891047142446,0.44255273905582726,0.8501359046436846,0.017546718000000003,0.017546718000000003,0.017546718000000003,0.017546718000000003,0
jev_seed2,jev,2,True,success,106,1,0,212,105.0527223777026,114.12996743083932,33.92,138.9727223777026,4.625921605154872,0.4531964894849807,0.810871639358811,0.017711736000000002,0.017711736000000002,0.017711736000000002,0.017711736000000002,0
rules_seed0,rules,0,True,success,106,1,0,0,0.0,5.0898071101401,33.92,33.92,4.852776593063027,0.0,0.0,0,0,0,0,0
rules_seed1,rules,1,True,success,104,1,0,0,0.0,4.9422039720229805,33.28,33.28,4.736037610564381,0.0,0.0,0,0,0,0,0
rules_seed2,rules,2,True,success,102,1,0,0,0.0,4.8596821539103985,32.64,32.64,4.676285446621478,0.0,0.0,0,0,0,0,0
